Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	Source_batch	form	Quality
T2107171984_metabat2_bins_bin.48	63.36	3.64	Neural Network (Specific Model)	11	0.863	3769	264.35780382479953	1485881	0.64	1621	442	12276	None	HSMG_12	HSMG	
T2107171985_concoct_bins_bin.128	88.06	4.78	Gradient Boost (General Model)	11	0.885	4062	266.10025062656644	4670096	0.65	5187	1311	35918	None	HSMG_12	HSMG	
T2107171987_metabat2_bins_bin.41	70.7	3.03	Gradient Boost (General Model)	11	0.866	3310	252.68855534709192	1398525	0.44	1599	440	18581	None	HSMG_12	HSMG	
T2107171992_concoct_bins_bin.75	62.11	7.33	Neural Network (Specific Model)	11	0.923	2162	219.85934360348293	1062578	0.31	1493	529	9783	None	HSMG_12	HSMG	
T2107171992_concoct_bins_bin.98	70.48	3.4	Gradient Boost (General Model)	11	0.879	3209	250.42881355932204	1005639	0.39	1180	361	14536	None	HSMG_12	HSMG	
T2107171992_maxbin2_bins_bin.60	62.47	1.53	Neural Network (Specific Model)	11	0.846	78255	281.08921933085503	1338396	0.35	1345	164	599826	None	HSMG_12	HSMG	
T2107171992_maxbin2_bins_bin.71	44.2	9.4	Neural Network (Specific Model)	11	0.884	17468	276.0891774891775	1079990	0.28	1155	160	66410	None	HSMG_12	HSMG	
T2107171992_metabat2_bins_bin.143	53.66	0.34	Neural Network (Specific Model)	11	0.88	11255	338.84039900249377	924384	0.47	802	103	38740	None	HSMG_12	HSMG	
T2107171993_concoct_bins_bin.0	57.99	2.14	Neural Network (Specific Model)	11	0.857	2220	200.8047520661157	2034016	0.53	2904	1005	8595	None	HSMG_12	HSMG	
T2107171993_concoct_bins_bin.13	78.46	8.17	Gradient Boost (General Model)	11	0.912	3190	255.66309255079005	2974195	0.66	3544	1076	11451	None	HSMG_12	HSMG	
T2107171994_maxbin2_bins_bin.23	91.92	3.76	Gradient Boost (General Model)	11	0.894	9394	280.53485517918506	3827046	0.69	4074	671	63901	None	HSMG_12	HSMG	HQ
T2107171994_maxbin2_bins_bin.7	97.5	4.5	Neural Network (Specific Model)	11	0.888	25819	289.45591465327897	3111772	0.38	3187	409	82292	None	HSMG_12	HSMG	HQ
T2107171994_metabat2_bins_bin.20	70.88	0.5	Neural Network (Specific Model)	11	0.826	38212	281.5930580490724	1705875	0.32	1671	92	127340	None	HSMG_12	HSMG	
T2107171995_metabat2_bins_bin.69	78.95	0.34	Neural Network (Specific Model)	11	0.872	7174	260.82346666666666	1680418	0.31	1875	310	33436	None	HSMG_12	HSMG	
T2107171996_concoct_bins_bin.49	62.14	4.49	Gradient Boost (General Model)	11	0.86	1969	200.281015037594	2222033	0.65	3192	1188	12116	None	HSMG_12	HSMG	
T2107171996_metabat2_bins_bin.15	49.33	1.71	Neural Network (Specific Model)	11	0.912	3592	260.55160932297446	1540462	0.7	1802	465	18465	None	HSMG_12	HSMG	
T2107171996_metabat2_bins_bin.27	54.63	2.54	Neural Network (Specific Model)	11	0.88	4131	242.66885784716516	1003865	0.28	1217	284	17483	None	HSMG_12	HSMG	
T2107171997_concoct_bins_bin.37	77.32	5.19	Neural Network (Specific Model)	11	0.871	6657	260.0569283703472	2855864	0.67	3197	526	25856	None	HSMG_12	HSMG	
T2107171997_maxbin2_bins_bin.1	51.44	0.39	Neural Network (Specific Model)	11	0.828	14267	238.93650793650792	1305657	0.32	1512	145	43905	None	HSMG_12	HSMG	
T2107172000_concoct_bins_bin.130	54.05	3.58	Neural Network (Specific Model)	11	0.905	2189	223.8711433756806	1630191	0.64	2204	791	8798	None	HSMG_12	HSMG	
T2107172000_concoct_bins_bin.85	99.95	7.88	Neural Network (Specific Model)	11	0.859	11905	273.5429011158138	2479126	0.31	2599	291	56140	None	HSMG_12	HSMG	
T2107172000_metabat2_bins_bin.10	67.52	0.1	Neural Network (Specific Model)	11	0.872	138176	361.9809264305177	913419	0.43	734	9	207586	None	HSMG_12	HSMG	
T2107172002_maxbin2_bins_bin.13	94.57	8.03	Gradient Boost (General Model)	11	0.799	6207	242.6090017601207	3617479	0.36	3977	1018	36710	None	HSMG_12	HSMG	
T2107172004_metabat2_bins_bin.46	78.86	4.04	Neural Network (Specific Model)	11	0.909	7826	298.8453346855984	1942393	0.71	1972	339	44203	None	HSMG_12	HSMG	
T2107172006_metabat2_bins_bin.34	78.68	1.31	Neural Network (Specific Model)	11	0.93	69473	297.4461045891142	2688610	0.39	2811	57	268003	None	HSMG_12	HSMG	
T2107172006_metabat2_bins_bin.46	51.89	1.45	Gradient Boost (General Model)	11	0.919	3732	268.2312849162011	2347105	0.67	2685	679	24173	None	HSMG_12	HSMG	
T2107172010_metabat2_bins_bin.67	78.56	0.54	Gradient Boost (General Model)	11	0.9	10951	312.6145422689444	2374889	0.47	2283	285	41226	None	HSMG_12	HSMG	
T2107172010_metabat2_bins_bin.71	78.22	3.37	Gradient Boost (General Model)	11	0.886	7177	272.18843537414966	1351154	0.35	1470	252	34012	None	HSMG_12	HSMG	
T2107172014_metabat2_bins_bin.20	52.45	8.03	Neural Network (Specific Model)	11	0.914	4265	247.7513542795233	1498449	0.64	1846	402	17212	None	HSMG_12	HSMG	
T2107172014_metabat2_bins_bin.83	52.18	0	Neural Network (Specific Model)	11	0.945	229949	328.32695374800636	651949	0.33	627	12	242847	None	HSMG_12	HSMG	
T2107172016_concoct_bins_bin.33	66.38	5.59	Gradient Boost (General Model)	11	0.883	2588	263.69133192389006	1692025	0.54	1892	742	13388	None	HSMG_12	HSMG	
T2107172016_maxbin2_bins_bin.54	63.82	2.24	Neural Network (Specific Model)	11	0.831	3138	228.82987141444116	1666911	0.55	2022	643	15327	None	HSMG_12	HSMG	
T2107172017_maxbin2_bins_bin.47	94.43	3.57	Gradient Boost (General Model)	11	0.913	9746	275.45208779443254	3372771	0.64	3736	580	35711	None	HSMG_12	HSMG	HQ
T2107172018_metabat2_bins_bin.21	58.92	2.42	Neural Network (Specific Model)	11	0.889	3898	277.4374658656472	1712333	0.71	1831	505	14880	None	HSMG_12	HSMG	
T2107172018_metabat2_bins_bin.4	67.9	5.01	Neural Network (Specific Model)	11	0.937	5324	276.02842809364546	1581755	0.65	1794	342	28172	None	HSMG_12	HSMG	
T2107172025_metabat2_bins_bin.20	58.99	3.09	Neural Network (Specific Model)	11	0.842	4660	288.0551776266062	1356655	0.6	1323	337	16402	None	HSMG_12	HSMG	
T2107172026_metabat2_bins_bin.12	83.99	2.66	Neural Network (Specific Model)	11	0.877	10352	276.27926363320597	2717650	0.68	2879	382	31261	None	HSMG_12	HSMG	
T2107172026_metabat2_bins_bin.7	70.15	2.48	Neural Network (Specific Model)	11	0.862	3500	242.37625979843224	2257558	0.42	2679	686	12538	None	HSMG_12	HSMG	
T2108173863_concoct_bins_bin.71	99.64	2.24	Neural Network (Specific Model)	11	0.93	84252	301.20806794055204	2283334	0.51	2355	50	401764	None	HSMG_12	HSMG	HQ
T2108173871_metabat2_bins_bin.13	42.48	0.89	Neural Network (Specific Model)	11	0.877	3637	280.9410480349345	877852	0.65	916	258	15440	None	HSMG_12	HSMG	
T2108173873_maxbin2_bins_bin.75	81.47	2.46	Gradient Boost (General Model)	11	0.927	5709	270.0032561505065	2409111	0.73	2764	588	33237	None	HSMG_12	HSMG	
T2108173874_concoct_bins_bin.13	73.8	2.95	Gradient Boost (General Model)	11	0.897	3827	248.45830258302584	3367669	0.69	4065	1081	29434	None	HSMG_12	HSMG	
T2108173874_maxbin2_bins_bin.118	69.75	1.9	Neural Network (Specific Model)	11	0.863	5175	274.32286578274017	4093465	0.55	4299	1138	21411	None	HSMG_12	HSMG	
T2108173874_metabat2_bins_bin.134	88.63	4.27	Neural Network (Specific Model)	11	0.864	7879	291.62422680412374	1961637	0.44	1940	280	32394	None	HSMG_12	HSMG	
T2108173879_concoct_bins_bin.51	78.76	0.38	Neural Network (Specific Model)	11	0.855	4375	255.59693576900412	1516994	0.52	1697	433	28931	None	HSMG_12	HSMG	
T2108173881_concoct_bins_bin.111	86.54	2.12	Gradient Boost (General Model)	11	0.884	5893	276.75819527670075	2658336	0.42	2837	540	31383	None	HSMG_12	HSMG	
T2108173881_maxbin2_bins_bin.53	84.86	2.4	Gradient Boost (General Model)	11	0.925	14630	305.3406209810766	5372984	0.58	5443	644	71437	None	HSMG_12	HSMG	
T2108173882_metabat2_bins_bin.67	69.97	2.81	Neural Network (Specific Model)	11	0.909	6337	266.55471821756225	2680978	0.68	3052	552	24730	None	HSMG_12	HSMG	
T2108173883_maxbin2_bins_bin.33	82.09	10.52	Neural Network (Specific Model)	11	0.927	211654	303.35972461273667	3413771	0.4	3486	51	268674	None	HSMG_12	HSMG	
T2108173883_metabat2_bins_bin.76	81.68	0.56	Neural Network (Specific Model)	11	0.865	28163	303.3894344734169	3102366	0.48	2953	152	98309	None	HSMG_12	HSMG	
T2108173886_concoct_bins_bin.132	82.92	1.9	Gradient Boost (General Model)	11	0.908	6086	247.19074074074075	1760826	0.58	2160	397	38924	None	HSMG_12	HSMG	
T2108173887_concoct_bins_bin.135	96.91	15.71	Gradient Boost (General Model)	11	0.907	25170	285.3273229605933	6468362	0.66	6877	464	242368	None	HSMG_12	HSMG	
T2108173887_concoct_bins_bin.21	94.65	3.17	Gradient Boost (General Model)	11	0.905	129095	342.9138090824838	8564409	0.6	7553	151	353331	None	HSMG_12	HSMG	HQ
T2108173887_concoct_bins_bin.77	74.1	1.71	Gradient Boost (General Model)	11	0.857	2607	236.27054108216433	1645785	0.4	1996	710	9030	None	HSMG_12	HSMG	
T2108173887_maxbin2_bins_bin.101	90.58	6.09	Gradient Boost (General Model)	11	0.897	28835	336.3987525061261	5046094	0.47	4489	342	120799	None	HSMG_12	HSMG	
T2108173887_maxbin2_bins_bin.133	60.56	8.34	Gradient Boost (General Model)	11	0.876	3643	245.08132530120483	3055648	0.48	3652	1073	20523	None	HSMG_12	HSMG	
T2108173887_metabat2_bins_bin.178	81.68	1.92	Gradient Boost (General Model)	11	0.917	18978	282.6414542415378	2206531	0.71	2393	168	65883	None	HSMG_12	HSMG	
T2108173889_metabat2_bins_bin.7	73.47	7.69	Neural Network (Specific Model)	11	0.874	10155	281.6470350947963	4787707	0.57	4958	664	45966	None	HSMG_12	HSMG	
T2108173890_metabat2_bins_bin.41	86.29	2.12	Neural Network (Specific Model)	11	0.892	14440	311.4490839369408	2453955	0.7	2347	284	54679	None	HSMG_12	HSMG	
T2108173892_metabat2_bins_bin.6	90.76	1.5	Gradient Boost (General Model)	11	0.906	7988	274.3438586326767	3129786	0.69	3452	539	48322	None	HSMG_12	HSMG	HQ
T2108173893_metabat2_bins_bin.4	74.83	0.64	Neural Network (Specific Model)	11	0.883	10074	275.1212976022567	2644737	0.65	2836	356	38530	None	HSMG_12	HSMG	
T2108173894_concoct_bins_bin.20	74.67	1.45	Gradient Boost (General Model)	11	0.886	3415	257.3625192012289	1699020	0.73	1953	576	13570	None	HSMG_12	HSMG	
T2108173894_metabat2_bins_bin.22	52.78	0.21	Gradient Boost (General Model)	11	0.89	3451	261.39055118110235	1116366	0.73	1270	355	13138	None	HSMG_12	HSMG	
T2108173895_concoct_bins_bin.59	53.72	6.01	Neural Network (Specific Model)	11	0.941	3110	252.64772087788407	1427447	0.7	1777	544	11696	None	HSMG_12	HSMG	
T2108173895_metabat2_bins_bin.33	70.16	0.06	Gradient Boost (General Model)	11	0.943	22707	310.9718309859155	1261580	0.6	1278	75	86626	None	HSMG_12	HSMG	
T2108173895_metabat2_bins_bin.90	83.4	4.72	Neural Network (Specific Model)	11	0.933	5425	279.08929261693083	2317054	0.7	2587	504	21604	None	HSMG_12	HSMG	
T2108173897_concoct_bins_bin.94	84.01	4.17	Neural Network (Specific Model)	11	0.948	3441	230.4926614481409	1480134	0.43	2044	527	11972	None	HSMG_12	HSMG	
T2108173898_concoct_bins_bin.103	55.78	4.48	Gradient Boost (General Model)	11	0.863	1494	194.9908695652174	1553796	0.63	2300	1023	10644	None	HSMG_12	HSMG	
T2108173898_metabat2_bins_bin.23	80.61	4.68	Gradient Boost (General Model)	11	0.906	4321	268.21786709112615	4455655	0.69	5026	1157	25747	None	HSMG_12	HSMG	
T2108173900_maxbin2_bins_bin.15	96.53	4.79	Neural Network (Specific Model)	11	0.906	22631	299.29335585585585	3514767	0.7	3552	389	94295	None	HSMG_12	HSMG	HQ
T2108173900_metabat2_bins_bin.40	69.88	4.71	Neural Network (Specific Model)	11	0.881	4848	257.90625846654024	3236171	0.63	3691	780	22769	None	HSMG_12	HSMG	
T2108173902_maxbin2_bins_bin.47	85.36	5.61	Neural Network (Specific Model)	11	0.885	34721	301.72388451443567	1943334	0.36	1905	183	93891	None	HSMG_12	HSMG	
T2108173903_metabat2_bins_bin.7	73.16	0.19	Neural Network (Specific Model)	11	0.827	60509	295.7663378545006	1738910	0.32	1622	59	106710	None	HSMG_12	HSMG	
T2108173904_maxbin2_bins_bin.15	61.45	4.06	Neural Network (Specific Model)	11	0.803	5742	241.73947368421054	1711954	0.33	1900	503	27296	None	HSMG_12	HSMG	
T2108173906_maxbin2_bins_bin.6	42.28	3.1	Neural Network (Specific Model)	11	0.841	2663	241.84890510948904	1179054	0.63	1370	493	24316	None	HSMG_12	HSMG	
T2108173906_metabat2_bins_bin.24	50.65	0.9	Neural Network (Specific Model)	11	0.911	4856	268.30372492836676	1231543	0.6	1396	290	17779	None	HSMG_12	HSMG	
T2108173907_metabat2_bins_bin.23	66.13	8.09	Neural Network (Specific Model)	11	0.871	4629	258.69897959183675	2093051	0.42	2352	479	20784	None	HSMG_12	HSMG	
T2108173910_concoct_bins_bin.125	77.92	2.8	Neural Network (Specific Model)	11	0.913	4126	269.79598145285934	1144753	0.44	1294	346	22263	None	HSMG_12	HSMG	
T2108173910_maxbin2_bins_bin.20	58.13	0.09	Neural Network (Specific Model)	11	0.872	16342	342.55006337135615	929033	0.44	789	111	39802	None	HSMG_12	HSMG	
T2108173911_concoct_bins_bin.13	66.68	1.32	Neural Network (Specific Model)	11	0.884	3908	258.0040816326531	1499300	0.4	1715	470	14836	None	HSMG_12	HSMG	
T2108173911_metabat2_bins_bin.28	71.84	0.41	Neural Network (Specific Model)	11	0.91	19705	312.9814612868048	1889508	0.74	1834	157	61470	None	HSMG_12	HSMG	
T2108173911_metabat2_bins_bin.42	82.25	1.64	Neural Network (Specific Model)	11	0.882	76712	302.7205497382199	1570193	0.3	1528	29	202344	None	HSMG_12	HSMG	
T2108173911_metabat2_bins_bin.45	77.57	0	Neural Network (Specific Model)	11	0.909	222895	331.16786774056806	2572134	0.66	2359	22	617199	None	HSMG_12	HSMG	
T2108173912_concoct_bins_bin.36	81.8	8.2	Neural Network (Specific Model)	11	0.853	2554	225.58702227110257	2874807	0.44	3637	1274	18862	None	HSMG_12	HSMG	
T2108173912_concoct_bins_bin.76	82.75	3.96	Neural Network (Specific Model)	11	0.86	4621	268.5325635103926	2022068	0.64	2165	556	18777	None	HSMG_12	HSMG	
T2108173912_metabat2_bins_bin.53	80.95	0.67	Neural Network (Specific Model)	11	0.846	96355	286.2323232323232	2106686	0.33	2079	39	201964	None	HSMG_12	HSMG	
T2108173915_concoct_bins_bin.30	62.66	2.68	Gradient Boost (General Model)	11	0.874	2057	253.47777119146414	1466192	0.56	1687	748	7920	None	HSMG_12	HSMG	
T2108173915_metabat2_bins_bin.34	57.1	1.05	Neural Network (Specific Model)	11	0.858	6078	279.73642732049035	1115349	0.4	1142	211	27047	None	HSMG_12	HSMG	
T2108173915_metabat2_bins_bin.77	76.81	1.69	Neural Network (Specific Model)	11	0.916	21687	311.00083752093803	3639835	0.68	3582	249	73455	None	HSMG_12	HSMG	
T2108173918_concoct_bins_bin.164	76.05	3	Gradient Boost (General Model)	11	0.862	2988	270.9734558448188	1844414	0.55	1959	708	15934	None	HSMG_12	HSMG	
T2108173918_maxbin2_bins_bin.76	82.71	3.92	Neural Network (Specific Model)	11	0.833	19808	319.94156626506026	1911821	0.6	1660	199	77087	None	HSMG_12	HSMG	
T2108173918_metabat2_bins_bin.43	69.22	5.47	Gradient Boost (General Model)	11	0.927	2793	246.79535036018336	2433553	0.68	3054	893	21322	None	HSMG_12	HSMG	
T2108173919_maxbin2_bins_bin.33	78.68	6.31	Neural Network (Specific Model)	11	0.896	7608	272.0671213208902	2530381	0.6	2786	536	42243	None	HSMG_12	HSMG	
T2108173920_metabat2_bins_bin.129	46.73	0.08	Neural Network (Specific Model)	11	0.907	76619	328.73835616438356	792110	0.47	730	13	187704	None	HSMG_12	HSMG	
T2108173920_metabat2_bins_bin.61	59.13	4.52	Neural Network (Specific Model)	11	0.884	4969	241.7561282212445	1301287	0.39	1591	299	28366	None	HSMG_12	HSMG	
T2108173920_metabat2_bins_bin.70	65.52	0.23	Neural Network (Specific Model)	11	0.938	8910	290.8066712049013	1363330	0.57	1469	185	30167	None	HSMG_12	HSMG	
T2108173922_metabat2_bins_bin.101	63.98	3.84	Neural Network (Specific Model)	11	0.905	50377	322.6048749198204	1662231	0.61	1559	62	190486	None	HSMG_12	HSMG	
T2108173922_metabat2_bins_bin.39	58.79	1.03	Neural Network (Specific Model)	11	0.885	4427	265.7204301075269	3009218	0.6	3348	753	19781	None	HSMG_12	HSMG	
T2108173923_metabat2_bins_bin.14	66.88	0.31	Neural Network (Specific Model)	11	0.898	322781	327.0654936461388	1115365	0.54	1023	9	327416	None	HSMG_12	HSMG	
T2108173924_concoct_bins_bin.91	88.45	3.1	Gradient Boost (General Model)	11	0.922	6801	275.45714285714286	2973494	0.68	3325	542	29193	None	HSMG_12	HSMG	
T2108173924_metabat2_bins_bin.13	61.6	1.02	Neural Network (Specific Model)	11	0.868	10335	274.3820313	1211447	0.32	1280	154	36300	None	HSMG_12	HSMG	
T2108173924_metabat2_bins_bin.45	90.21	10.99	Neural Network (Specific Model)	11	0.847	40526	285.8169014084507	2297374	0.37	2272	116	193029	None	HSMG_12	HSMG	
T2108173926_metabat2_bins_bin.136	46.54	0.94	Neural Network (Specific Model)	11	0.809	4658	243.30152027027026	1065770	0.54	1184	261	17111	None	HSMG_12	HSMG	
T2108173928_concoct_bins_bin.96	87.95	9.47	Neural Network (Specific Model)	11	0.861	5944	279.9163961038961	2397191	0.64	2464	549	52993	None	HSMG_12	HSMG	
T2108173928_maxbin2_bins_bin.38	90.31	4.69	Neural Network (Specific Model)	11	0.924	31853	318.6693970420933	4539420	0.69	4395	376	132356	None	HSMG_12	HSMG	HQ
T2108173928_metabat2_bins_bin.6	74.12	0.12	Neural Network (Specific Model)	11	0.879	11080	277.6903114186851	1640632	0.31	1734	224	96785	None	HSMG_12	HSMG	
T2108173929_metabat2_bins_bin.4	67.76	1.71	Neural Network (Specific Model)	11	0.847	19506	351.969786293294	1688255	0.47	1357	122	93806	None	HSMG_12	HSMG	
T2108173930_metabat2_bins_bin.40	73.38	5.22	Neural Network (Specific Model)	11	0.9	8980	273.99586492074434	1322520	0.34	1451	213	32215	None	HSMG_12	HSMG	
T2108173932_metabat2_bins_bin.2	63.66	0.5	Neural Network (Specific Model)	11	0.916	8924	285.85959129861567	1417036	0.59	1517	202	55177	None	HSMG_12	HSMG	
T2108173937_metabat2_bins_bin.40	66.96	1.9	Neural Network (Specific Model)	11	0.863	5597	272.5918128654971	1618989	0.44	1710	347	16657	None	HSMG_12	HSMG	
T2108173938_metabat2_bins_bin.6	75.35	1	Neural Network (Specific Model)	11	0.887	9153	302.97574532592216	2024307	0.71	1979	307	40707	None	HSMG_12	HSMG	
T2108173941_metabat2_bins_bin.30	72.57	5.08	Neural Network (Specific Model)	11	0.883	3421	271.540735126942	2430303	0.7	2639	755	18182	None	HSMG_12	HSMG	
T2108173943_maxbin2_bins_bin.54	56.59	5.23	Gradient Boost (General Model)	11	0.875	3147	217.66608260325407	2971997	0.66	3995	1153	26075	None	HSMG_12	HSMG	
T2108173944_maxbin2_bins_bin.43	89.78	7.97	Neural Network (Specific Model)	11	0.838	28658	272.51338639652676	2692390	0.32	2764	228	93613	None	HSMG_12	HSMG	
T2108173946_metabat2_bins_bin.21	85.82	0.35	Neural Network (Specific Model)	11	0.911	43331	302.65585851142225	2700202	0.7	2714	101	187602	None	HSMG_12	HSMG	
T2108173946_metabat2_bins_bin.26	80.2	0.37	Neural Network (Specific Model)	11	0.861	32777	322.7330538085255	4815883	0.54	4293	233	146718	None	HSMG_12	HSMG	
T2108173948_metabat2_bins_bin.31	66.44	1.34	Neural Network (Specific Model)	11	0.877	5079	296.0937682003495	1736829	0.71	1717	392	28407	None	HSMG_12	HSMG	
T2108173949_maxbin2_bins_bin.50	86.29	6.64	Gradient Boost (General Model)	11	0.901	15733	286.4103937007874	3020781	0.67	3175	403	51785	None	HSMG_12	HSMG	
T2108173949_metabat2_bins_bin.20	85	3.74	Neural Network (Specific Model)	11	0.909	8236	289.0419942076955	4600439	0.68	4834	779	59081	None	HSMG_12	HSMG	
T2108173956_concoct_bins_bin.6	76.81	6.89	Gradient Boost (General Model)	11	0.857	5394	254.99690594059405	2877928	0.38	3232	666	34407	None	HSMG_12	HSMG	
T2108173956_concoct_bins_bin.60	87.25	6.03	Neural Network (Specific Model)	11	0.899	19751	300.5578069129917	2516298	0.61	2517	211	135906	None	HSMG_12	HSMG	
T2108173957_metabat2_bins_bin.16	56.73	0.4	Gradient Boost (General Model)	11	0.876	3124	241.85669125395154	783812	0.38	949	265	9734	None	HSMG_12	HSMG	
T2108173960_metabat2_bins_bin.23	83.86	2.02	Neural Network (Specific Model)	11	0.87	13114	316.12048894062866	1869352	0.64	1718	200	54195	None	HSMG_12	HSMG	
T2108173961_concoct_bins_bin.144	78.29	2.58	Neural Network (Specific Model)	11	0.86	4010	268.0086285195277	2053008	0.5	2202	630	13834	None	HSMG_12	HSMG	
T2108173962_metabat2_bins_bin.24	83.23	4.84	Gradient Boost (General Model)	11	0.896	3575	245.95497630331752	2427875	0.67	2954	738	17314	None	HSMG_12	HSMG	
T2108173962_metabat2_bins_bin.47	77.81	0.5	Neural Network (Specific Model)	11	0.868	26450	333.0953621677957	2206899	0.42	1919	145	72414	None	HSMG_12	HSMG	
T2108173963_metabat2_bins_bin.7	86.34	2.73	Neural Network (Specific Model)	11	0.89	7702	294.596193628465	2396900	0.71	2417	442	51535	None	HSMG_12	HSMG	
T2108173964_metabat2_bins_bin.6	79.81	0.03	Neural Network (Specific Model)	11	0.903	52262	314.8667687595712	1362525	0.3	1306	35	150369	None	HSMG_12	HSMG	
T2108173967_metabat2_bins_bin.47	65.22	2.86	Neural Network (Specific Model)	11	0.907	6647	287.3646408839779	1716589	0.65	1810	323	22752	None	HSMG_12	HSMG	
T2108173968_metabat2_bins_bin.99	61.21	0.46	Neural Network (Specific Model)	11	0.897	3746	250.56850483229107	1471916	0.37	1759	437	12125	None	HSMG_12	HSMG	
T2108173971_metabat2_bins_bin.39	65.47	3.27	Neural Network (Specific Model)	11	0.907	19814	305.8277066356228	1734004	0.61	1718	130	76309	None	HSMG_12	HSMG	
T2108173972_metabat2_bins_bin.30	71.08	1.57	Neural Network (Specific Model)	11	0.914	26236	287.1222879684418	1429760	0.33	1521	90	62907	None	HSMG_12	HSMG	
T2108173974_metabat2_bins_bin.13	63.55	3.38	Neural Network (Specific Model)	11	0.849	26809	298.08746736292426	1611722	0.32	1532	101	149060	None	HSMG_12	HSMG	
T2108173975_concoct_bins_bin.94	78.82	1.53	Neural Network (Specific Model)	11	0.885	5106	263.6332970620239	1638665	0.38	1838	420	22502	None	HSMG_12	HSMG	
